article_id,date,week,headline,url,lead_paragraph,anticipation,sadness,joy,negative,trust,positive,surprise,disgust,anger,fear
nyt://article/2ba7422a-0a54-5d06-964f-49d287505dd9,2018/12/19 0:00,2018-51,b'Facebook Sued by District of Columbia Over Cambridge Analytica',https://www.nytimes.com/2018/12/19/technology/dc-sues-facebook-cambridge-analytica.html,"SAN FRANCISCO — The attorney general of the District of Columbia, Karl Racine, sued Facebook on Wednesday for allowing the political consulting firm Cambridge Analytica to harvest the private data of tens of millions of the social network’s users.",0.051282051,0.025641026,0,0,0.025641026,0.076923077,0.025641026,0,0,0.025641026
nyt://article/ba29269b-d65e-563d-b897-ab9746e75a4b,2018/12/20 0:00,2018-51,b'Facebook Rebuked for Failing to Disclose Data-Sharing Deals',https://www.nytimes.com/2018/12/19/technology/facebook-data-privacy-criticism.html,"Facebook and some of the other largest technology firms in the world faced sharp criticism on Wednesday for failing to disclose the extent of the social network’s data-sharing deals, many of which went back to the company’s early years.",0,0.051282051,0,0.051282051,0.025641026,0.025641026,0.025641026,0,0.051282051,0
nyt://article/ca197dfd-05de-5456-b374-d2d696c1ee07,2018/12/20 0:00,2018-51,b'5 Ways Facebook Shared Your Data',https://www.nytimes.com/2018/12/19/technology/facebook-data-sharing.html,"Facebook for years gave major tech companies, including Yahoo and Netflix, greater access to people’s data than it disclosed, a New York Times investigation found. The partnerships helped Facebook draw new users, ramp up its advertising revenue and embed itself on sites across the web.",0,0,0,0,0,0.066666667,0.022222222,0,0,0
nyt://article/0abafe3b-4043-5567-a8b5-6fb6ad7209f2,2018/12/19 0:00,2018-51,b'Facebook\xe2\x80\x99s Data Sharing and Privacy Rules: 5 Takeaways From Our Investigation',https://www.nytimes.com/2018/12/18/us/politics/facebook-data-sharing-deals.html,"You are the product: That is the deal many Silicon Valley companies offer to consumers. The users get free search engines, social media accounts and smartphone apps, and the companies use the personal data they collect — your searches, “likes,” phone numbers and friends — to target and sell advertising.",0.06,0,0,0,0,0.06,0.02,0.02,0,0.02
nyt://article/294c3f52-41c9-52f3-8ef1-ae19f7a117d0,2018/12/27 0:00,2018-52,b'Inside Facebook\xe2\x80\x99s Secret Rulebook for Global Political Speech',https://www.nytimes.com/2018/12/27/world/facebook-moderators.html,"MENLO PARK, Calif. — In a glass conference room at its California headquarters, Facebook is taking on the bonfires of hate and misinformation it has helped fuel across the world, one post at a time.",0,0.028571429,0.028571429,0.028571429,0.028571429,0,0,0,0.028571429,0
nyt://article/bfcd8f6e-89f8-585d-8a4e-37d4f7aa1cbb,2018/12/27 0:00,2018-52,b'5 Takeaways From Facebook\xe2\x80\x99s Leaked Moderation Documents',https://www.nytimes.com/2018/12/27/world/facebook-moderators-takeaways.html,Sometimes an emoji is just an emoji. Sometimes it may be a threat.,0,0,0,0,0,0,0,0,0,0
nyt://article/263be430-1dda-5663-8d3e-90287638dcb5,2018/12/31 0:00,2018-53,"b'In Screening for Suicide Risk, Facebook Takes On Tricky Public Health Role'",https://www.nytimes.com/2018/12/31/technology/facebook-suicide-screening-algorithm.html,A police officer on the late shift in an Ohio town recently received an unusual call from Facebook.,0.111111111,0,0,0.055555556,0.055555556,0.166666667,0,0,0.055555556,0
nyt://article/794803e4-a978-577f-b2a5-54f8487efe8d,2019/1/7 0:00,2019-02,b'We Should Be Able to Take Facebook to Court',https://www.nytimes.com/2019/01/06/opinion/facebook-privacy-violation.html,"After The New York Times revealed last month that Facebook continued to share personal information of millions of consumers with companies like Netflix, Yahoo, Spotify and Google — despite contrary assertions to Congress — many people decided to delete their Facebook accounts. But if Facebook’s actions, as described by The Times, violated the law, consumers should be able to send an even more powerful message, one that could leave a much larger imprint on the company’s ledger books: suing the company for damages.",0.048192771,0.012048193,0.024096386,0.012048193,0.012048193,0.036144578,0.024096386,0.024096386,0.024096386,0.024096386
nyt://article/0d86c844-ac5c-5f83-8777-ab4cac3147c6,2019/1/10 0:00,2019-02,b'Deleting Facebook Won\xe2\x80\x99t Fix the Problem',https://www.nytimes.com/2019/01/10/opinion/delete-facebook.html,"When news broke that Facebook users’ private messages were not necessarily private, Taunya Richards, 44, a real estate appraiser in Hillsboro, Ore., immediately panicked: Had she endangered her son? She thought back to her chats with her mother in Idaho, who prefers Facebook’s messenger to texting. Her son is a specialist in the Army; using the Facebook-owned encrypted messaging platform WhatsApp, he had kept her updated as he traveled to what she described as a dangerous foreign base whose location she was supposed to keep secret. She had then sent those location updates to her mother using Facebook Messenger. Now she wonders who has that data. ",0.056603774,0,0,0.028301887,0.028301887,0.037735849,0.037735849,0,0.066037736,0.018867925
nyt://article/aa6eb934-540c-5c2f-bdf8-637449488a1e,2019/1/17 0:00,2019-03,b'Facebook Identifies Russia-Linked Misinformation Campaign',https://www.nytimes.com/2019/01/17/business/facebook-misinformation-russia.html,LONDON — Facebook identified two disinformation campaigns originating from Russia — including one tied to an agency controlled by the Kremlin — that were targeted at users in Europe and Central Asia. The company said on Thursday it had deleted nearly 500 pages and accounts that had posted the misleading messages.,0.019607843,0.039215686,0.019607843,0,0.019607843,0.019607843,0,0,0.039215686,0
nyt://article/f899492c-6599-5a84-abde-b143e8e4178c,2019/1/16 0:00,2019-03,b'How Secrecy Fuels Facebook Paranoia',https://www.nytimes.com/2019/01/16/magazine/facebook-election-analytics.html,"In December of last year, the Senate Intelligence Committee released two reports it had commissioned concerning Russia’s efforts to influence the 2016 election. The outline of the interference effort has always been easy to make out, but key questions about its significance — Could Russia really affect voter sentiment by posting? Did trolls really lower voter turnout in key states? — are still, in large part, matters for speculation. And the committee’s findings did little to change that.",0,0,0,0.012820513,0.012820513,0.025641026,0,0,0.038461538,0
nyt://article/a7620ba6-4754-57df-8046-b726c571062d,2019/1/19 0:00,2019-03,b'F.T.C. Is Said to Be Considering Large Facebook Fines',https://www.nytimes.com/2019/01/18/technology/facebook-ftc-fines.html,"WASHINGTON — The Federal Trade Commission is in the advanced stages of its investigation into whether Facebook violated privacy rules and is expected to seek large fines from the company, according to two people familiar with the inquiry.",0.026315789,0,0,0,0,0.052631579,0.078947368,0,0,0
nyt://article/2258f720-2a61-5ccb-8272-219c22330abb,2019/1/30 0:00,2019-05,b'This Is Your Brain Off Facebook',https://www.nytimes.com/2019/01/30/health/facebook-psychology-health.html,"The world’s most common digital habit is not easy to break, even in a fit of moral outrage over the privacy risks and political divisions Facebook has created, or amid concerns about how the habit might affect emotional health. ",0.025641026,0.051282051,0.025641026,0,0,0.025641026,0,0,0.025641026,0
nyt://article/abb26c1a-59bc-5c31-87f4-5d1ea8ef5a2f,2019/1/29 0:00,2019-05,"b'An Anti-Facebook Manifesto, by an Early Facebook Investor'",https://www.nytimes.com/2019/01/29/books/review/roger-mcnamee-zucked.html,ZUCKED Waking Up to the Facebook CatastropheBy Roger McNamee,0,0,0,0,0,0,0,0,0,0
nyt://article/a09deec9-3460-530f-acf7-aaec6ab728a5,2019/2/1 0:00,2019-05,b'Assessing the Facebook Problem',https://www.nytimes.com/2019/02/01/books/review/podcast-roger-mcnamee-zucked-facebook-catastrophe.html,Subscribe: iTunes | Google Play Music | How to Listen,0,0,0,0,0,0,0,0,0,0
nyt://article/7249303f-a559-5c57-8ab4-a9457e0be34a,2019/1/31 0:00,2019-05,b'Maybe Only Tim Cook Can Fix Facebook\xe2\x80\x99s Privacy Problem',https://www.nytimes.com/2019/01/30/technology/facebook-privacy-apple-tim-cook.html,"It’s nowhere in his job description, but Tim Cook, Apple’s chief executive, has recently taken a moonlight gig as Facebook’s privacy watchdog.",0,0,0,0,0,0.045454545,0,0,0,0
nyt://article/2d43c3b8-6568-5ce0-88c3-5df8781fbeb0,2019/1/30 0:00,2019-05,b'Does Facebook Really Know How Many Fake Accounts It Has?',https://www.nytimes.com/2019/01/30/technology/facebook-fake-accounts.html,"Facebook sells advertisers on its access to real people — 2.32 billion of them, a network that exceeds the populations of North America, South America and Africa combined.",0.035714286,0,0,0,0,0.035714286,0.035714286,0,0,0
nyt://article/fad3c78e-0a51-5534-8710-a44dc9e322e3,2019/1/30 0:00,2019-05,b'Facebook\xe2\x80\x99s Profits and Revenue Climb as It Gains More Users',https://www.nytimes.com/2019/01/30/technology/facebook-earnings-revenue-profit.html,SAN FRANCISCO — Facebook’s worst year ever was its best year ever when it came to its business.,0,0,0,0,0,0,0,0,0,0
nyt://article/18dfc13e-0695-5f6f-a817-473c42aa7819,2019/2/7 0:00,2019-06,b'Germany Restricts Facebook\xe2\x80\x99s Data Gathering',https://www.nytimes.com/2019/02/07/technology/germany-facebook-data.html,"In a direct challenge to Facebook’s business model, Germany’s competition authority on Thursday sharply curtailed how the tech giant may profile people, saying that users could refuse to allow the company to combine their Facebook information with data about their activities on other sites.",0.022727273,0.022727273,0,0,0.045454545,0.045454545,0.022727273,0,0.068181818,0
nyt://article/6563467e-0d5a-5e71-9096-e9e5dc3ef904,2019/2/6 0:00,2019-06,b'How to Stop Facebook\xe2\x80\x99s Dangerous App Integration Ploy',https://www.nytimes.com/2019/02/05/opinion/facebook-integration.html,"In response to calls that Facebook be forced to divest itself of WhatsApp and Instagram, Mark Zuckerberg has instead made a strategic power grab: He intends to put Instagram, WhatsApp and Facebook Messenger onto a unified technical infrastructure. The integrated apps are to be encrypted to protect users from hackers. But who’s going to protect users from Facebook?",0.017241379,0,0,0,0.017241379,0.051724138,0.017241379,0,0.034482759,0
nyt://article/bfb5e3b5-c09e-5967-bcb3-70d3fd0f96b0,2019/2/21 0:00,2019-08,b'Consumer Groups Accuse Facebook of Duping Children',https://www.nytimes.com/2019/02/21/technology/facebook-children-privacy.html,"WASHINGTON — More than a dozen children’s advocacy groups on Thursday accused Facebook of knowingly deceiving children into racking up fees from games on its social network, the latest in a string of complaints against the company sent to federal regulators.",0.048780488,0.048780488,0,0,0.024390244,0.024390244,0.024390244,0,0.048780488,0.024390244
nyt://article/2d4e1eca-c881-5343-9dc5-737436019c52,2019/2/18 0:00,2019-08,b'Facebook Targeted in Scathing Report by British Parliament',https://www.nytimes.com/2019/02/18/business/facebook-uk-parliament-report.html,"LONDON — After 18 months investigating Facebook and online misinformation, a British parliamentary committee issued a scathing report on Monday, accusing the company of breaking data privacy and competition laws and calling for new regulations to rein in the technology industry.",0.024390244,0.024390244,0,0,0.024390244,0.024390244,0.024390244,0,0.073170732,0
nyt://article/76ba26a4-8e01-5914-9263-7bcf3892d8e5,2019/2/28 0:00,2019-09,b'Facebook and Telegram Are Hoping to Succeed Where Bitcoin Failed',https://www.nytimes.com/2019/02/28/technology/cryptocurrency-facebook-telegram.html,SAN FRANCISCO — Some of the world’s biggest internet messaging companies are hoping to succeed where cryptocurrency start-ups have failed by introducing mainstream consumers to the alternative world of digital coins.,0.032258065,0,0,0,0,0.032258065,0.032258065,0.032258065,0,0.032258065
nyt://article/9eecfa46-fc82-593f-8c3c-89d4481d39ba,2019/3/8 0:00,2019-10,b'Facebook Just Shoplifted Snapchat\xe2\x80\x99s Best Idea',https://www.nytimes.com/2019/03/08/opinion/facebook-privacy-snapchat.html,"If you want to know why Mark Zuckerberg is suddenly so interested in privacy, I have one word for you: data.",0.047619048,0,0.047619048,0.047619048,0,0.095238095,0,0.047619048,0,0
nyt://article/0090a018-6287-56cf-af92-fe8e59b3740c,2019/3/8 0:00,2019-10,b'Mark Zuckerberg Wants Facebook to Emulate WeChat. Can It?',https://www.nytimes.com/2019/03/07/technology/facebook-zuckerberg-wechat.html,"SAN FRANCISCO — As Mark Zuckerberg begins shifting Facebook to private messaging and away from public sharing and open conversations, the vision he has sketched out for the future of social networking already exists — just not in the United States.",0,0,0,0,0,0.048780488,0.048780488,0,0,0
nyt://article/42d80c06-e794-52a9-8cfe-bfd11d91ce54,2019/3/8 0:00,2019-10,b'Facebook Announces Plan to Curb Vaccine Misinformation',https://www.nytimes.com/2019/03/07/technology/facebook-anti-vaccine-misinformation.html,"Facebook announced Thursday its first policy to combat misinformation about vaccines, following in the footsteps of Pinterest and YouTube.",0.052631579,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0
nyt://article/e60850cf-e269-552a-9cab-8d74358c80e0,2019/3/8 0:00,2019-10,b'The Man Deciding Facebook\xe2\x80\x99s Fate',https://www.nytimes.com/2019/03/08/technology/ftc-facebook-joseph-simons.html,"WASHINGTON — The Federal Trade Commission has no shortage of critics who say it cannot protect Americans from the prying eyes of Big Tech. Instead of forceful action against the likes of Facebook and Google, they say, the F.T.C. leans on rules that make it hard to impose penalties bigger than rounding errors for the companies.",0,0.017857143,0,0.017857143,0.017857143,0.035714286,0,0,0.035714286,0
nyt://article/ccaac83b-8f35-58bd-9fdb-3229923e9b12,2019/3/14 0:00,2019-11,b'Facebook\xe2\x80\x99s Biblically Bad Week',https://www.nytimes.com/2019/03/14/opinion/facebook-criminal-investigation.html,Exactly when did Facebook become the Job of internet companies?,0,0,0,0,0,0,0,0,0,0
nyt://article/0b2dad22-af33-5d86-818f-2c6315f5f746,2019/3/13 0:00,2019-11,b'Facebook\xe2\x80\x99s Data Deals Are Under Criminal Investigation',https://www.nytimes.com/2019/03/13/technology/facebook-data-deals-investigation.html,"Federal prosecutors are conducting a criminal investigation into data deals Facebook struck with some of the world’s largest technology companies, intensifying scrutiny of the social media giant’s business practices as it seeks to rebound from a year of scandal and setbacks.",0,0.024390244,0.024390244,0,0.048780488,0.024390244,0.024390244,0,0.073170732,0
nyt://article/5a70e6f2-7894-5afe-ab96-04d674de5abb,2019/3/19 0:00,2019-12,b'The Case for Investigating Facebook',https://www.nytimes.com/2019/03/19/opinion/facebook-antitrust-investigation.html,"A year ago, the world learned that Facebook allowed a political consulting company called Cambridge Analytica to exploit the personal information of up to 87 million users, to obtain data that would help the company’s clients “fight a culture war” in America.",0.023809524,0,0,0,0,0.047619048,0,0,0,0
nyt://article/2253d638-24a9-52e3-aaf5-6955e4ccf6ea,2019/3/21 0:00,2019-12,b'Facebook Did Not Securely Store Passwords. Here\xe2\x80\x99s What You Need to Know.',https://www.nytimes.com/2019/03/21/technology/personaltech/facebook-passwords.html,"SAN FRANCISCO — Facebook said on Thursday that millions of user account passwords had been stored insecurely, potentially allowing employees to gain access to people’s accounts without their knowledge.",0.068965517,0,0,0,0,0.034482759,0.034482759,0,0,0.034482759
nyt://article/aa4c5b0b-25b5-5a9e-acd8-c0b4d869563f,2019/3/19 0:00,2019-12,b'Facebook Halts Ad Targeting Cited in Bias Complaints',https://www.nytimes.com/2019/03/19/technology/facebook-discrimination-ads.html,"After years of criticism, Facebook announced on Tuesday that it would stop allowing advertisers in key categories to show their messages only to people of a certain race, gender or age group.",0.03125,0,0,0,0,0,0,0,0,0
nyt://article/6f121fd7-d27f-5d04-922a-ac3f96cbdd42,2019/3/21 0:00,2019-12,b'I Deleted Facebook Last Year. Here\xe2\x80\x99s What Changed (and What Didn\xe2\x80\x99t).',https://www.nytimes.com/2019/03/21/technology/personaltech/facebook-deleted.html,"When Facebook and its family of apps experienced a daylong malfunction last week, millions of people got a taste of what life would be like if the social network were out of their lives for good.",0.027777778,0,0,0,0,0.027777778,0.027777778,0,0,0
nyt://article/1216cf19-26e7-5e48-a279-2d7a0637d1e6,2019/3/30 0:00,2019-13,b'Facebook Faces a Reckoning for Redlining',https://www.nytimes.com/2019/03/29/opinion/facebook-discrimination-civil-rights.html,"The automated decision systems that are pervasive in banking, the criminal justice system and the tech sector can easily amplify forms of discrimination that were once attributable to human bias only. The Department of Housing and Urban Development spoke to this problem on Thursday when it charged Facebook with violating the Fair Housing Act of 1968 by permitting advertisers to restrict access to housing ads based on user characteristics like race, religion or national origin.",0.04,0.04,0.026666667,0.04,0.04,0.013333333,0,0,0.08,0
nyt://article/7ebaa8fc-53da-565d-a226-6934ca10ecb2,2019/3/28 0:00,2019-13,b'The Mounting Federal Investigations Into Facebook',https://www.nytimes.com/2019/03/28/technology/facebook-federal-investigations.html,"Facebook now faces investigations into its business practices from a variety of federal agencies. Officials have opened inquiries into possible civil and criminal violations of laws related to privacy, corporate governance and discrimination.",0.03030303,0.03030303,0.03030303,0,0.03030303,0.03030303,0,0,0.03030303,0
nyt://article/b44a7b96-1ce1-5d9c-a2cb-049716fb81f3,2019/3/31 0:00,2019-13,"b'Mark Zuckerberg\xe2\x80\x99s Call to Regulate Facebook, Explained'",https://www.nytimes.com/2019/03/30/technology/mark-zuckerberg-facebook-regulation-explained.html,"Facebook has faced months of scrutiny for a litany of ills, from spreading misinformation to not properly protecting its users’ data to allowing foreign meddling in elections. ",0.037037037,0,0,0,0,0.037037037,0,0,0.074074074,0
nyt://article/f844decb-e20e-5904-ab94-0e45ca5d90e9,2019/4/7 0:00,2019-14,b'Facebook Wants a Faux Regulator for Internet Speech. It Won\xe2\x80\x99t Happen.',https://www.nytimes.com/2019/04/07/opinion/facebook-content-moderation.html,"In an opinion article published last weekend, Facebook’s chief executive, Mark Zuckerberg, said he agreed with the growing consensus that Facebook — and other social media companies — should be subject to more regulation. The article, published in four countries and three languages, was fated to be misunderstood from the start.",0.019607843,0,0,0,0,0.019607843,0,0,0.019607843,0
nyt://article/f8ca8689-2219-5516-a6e4-2eaeb67caee0,2019/4/25 0:00,2019-17,b'Regulators Around the World Are Circling Facebook',https://www.nytimes.com/2019/04/25/technology/facebook-regulation-ftc-fine.html,"Regulators on four continents are preparing for a long-awaited showdown with Facebook, after years of disinterest and half-steps.",0,0,0,0,0,0,0,0,0,0
nyt://article/16dd6df7-e4e0-5531-acf8-aec95846361b,2019/5/4 0:00,2019-18,b'Facebook\xe2\x80\x99s Unintended Consequence',https://www.nytimes.com/2019/05/03/opinion/facebook-free-speech.html,Over the past several years we’ve learned a lot about the unintended consequences of social media. Platforms intended to bring us closer together make us angrier and more isolated. Platforms aimed at democratizing speech empower demagogues. Platforms celebrating community violate our privacy in ways we scarcely realize and serve as conduits for deceptions hiding in plain sight.,0.01754386,0,0,0.01754386,0.01754386,0.087719298,0.035087719,0.01754386,0.035087719,0.01754386
nyt://article/48613911-73ae-5d02-872a-06b1e2fdd309,2019/4/30 0:00,2019-18,"b'Facebook, \xe2\x80\x98Asleep at the Wheel\xe2\x80\x99'",https://www.nytimes.com/2019/04/30/opinion/facebook-political-ads.html,This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.,0,0,0,0,0,0,0,0,0,0
nyt://article/2d05df40-2a43-569d-9574-19d0730b5c41,2019/4/30 0:00,2019-18,b'Facebook Unveils Redesign as It Tries to Move Past Privacy Scandals',https://www.nytimes.com/2019/04/30/technology/facebook-private-communication-groups.html,"MENLO PARK, Calif. — Mark Zuckerberg declared in March that he planned to shift Facebook away from being a public town square and to private communications. Now, the chief executive is rolling out the first in a series of changes to achieve that.",0.046511628,0,0,0,0,0.046511628,0.023255814,0,0,0.023255814
nyt://article/b5f57184-e287-5ec9-bb78-f0d50dc36a4c,2019/5/9 0:00,2019-19,b'It\xe2\x80\x99s Time to Break Up Facebook',https://www.nytimes.com/2019/05/09/opinion/sunday/chris-hughes-facebook-zuckerberg.html,"The last time I saw Mark Zuckerberg was in the summer of 2017, several months before the Cambridge Analytica scandal broke. We met at Facebook’s Menlo Park, Calif., office and drove to his house, in a quiet, leafy neighborhood. We spent an hour or two together while his toddler daughter cruised around. We talked politics mostly, a little about Facebook, a bit about our families. When the shadows grew long, I had to head out. I hugged his wife, Priscilla, and said goodbye to Mark.",0,0.011764706,0,0,0.011764706,0.011764706,0.011764706,0,0.023529412,0.011764706
nyt://article/c28e78b2-c5f6-5a46-afd5-b14f91a5bef4,2019/5/15 0:00,2019-20,b'Facebook Restricts Live Streaming After New Zealand Shooting',https://www.nytimes.com/2019/05/14/technology/facebook-live-violent-content.html,"SAN FRANCISCO — When 51 people were killed in Christchurch, New Zealand, in March, the suspect, an Australian man, broadcast the attack live on Facebook. The video spread across the internet.",0,0.032258065,0,0,0.032258065,0,0,0,0.032258065,0
nyt://article/64fda1d3-d592-5fec-a2ce-af72d78ba357,2019/5/14 0:00,2019-20,b'Can Facebook Be Fixed? Should It Be?',https://www.nytimes.com/2019/05/14/opinion/facebook-chris-hughes.html,"“Mark’s influence is staggering, far beyond that of anyone else in the private sector or in government,” wrote Chris Hughes, a Facebook founder, of his fellow founder Mark Zuckerberg in an Op-Ed questioning the benefit to society of his former company’s size and power: “It is time to break up Facebook.”",0.019607843,0,0,0,0,0.058823529,0.019607843,0.019607843,0.019607843,0
nyt://article/177a1f1e-88fe-5b97-9c4e-84df7e851129,2019/5/22 0:00,2019-21,b'Why Trump Likes Facebook',https://www.nytimes.com/2019/05/22/opinion/trump-campaign-facebook-2020.html,This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.,0,0,0,0,0,0,0,0,0,0
nyt://article/64cdb34e-0145-5734-b5da-8d0e0bb2e246,2019/5/23 0:00,2019-21,b'Facebook Says It Is More Aggressively Enforcing Content Rules',https://www.nytimes.com/2019/05/23/technology/facebook-content-rules-data.html,"SAN FRANCISCO — Facebook, facing withering criticism from governments around the world, said Thursday that it had been more aggressive in recent months about scrubbing its platform of hate speech.",0,0.1,0.033333333,0.066666667,0.066666667,0,0,0,0.1,0
